x y z
0.914286 0.428571 -0.100284
0.942857 0.428571 -0.121086
0.971429 0.428571 -0.143433
1 0.428571 -0.179209

0 0.44898 -0.0873447
0.0285714 0.44898 -0.104948
0.0571429 0.44898 -0.133573
0.0857143 0.44898 -0.110472
0.114286 0.44898 -0.094626
0.142857 0.44898 -0.0853718
0.171429 0.44898 -0.0777696
0.2 0.44898 -0.105236
0.228571 0.44898 -0.0851309
0.257143 0.44898 -0.0801028
0.285714 0.44898 -0.120851
0.314286 0.44898 -0.0696434
0.342857 0.44898 -0.125331
0.371429 0.44898 -0.158504
0.4 0.44898 -0.104413
0.428571 0.44898 -0.104001
0.457143 0.44898 -0.134447
0.485714 0.44898 -0.106719
0.514286 0.44898 -0.101552
0.542857 0.44898 -0.0717866
0.571429 0.44898 -0.121593
0.6 0.44898 -0.0660172
0.628571 0.44898 -0.0984796
0.657143 0.44898 -0.140459
0.685714 0.44898 -0.135621
0.714286 0.44898 -0.119836
0.742857 0.44898 -0.118053
0.771429 0.44898 -0.0952349
0.8 0.44898 -0.139396
0.828571 0.44898 -0.143251
0.857143 0.44898 -0.0984779
0.885714 0.44898 -0.116985
0.914286 0.44898 -0.117876
0.942857 0.44898 -0.106826
0.971429 0.44898 -0.119752
1 0.44898 -0.0896002

0 0.469388 -0.0793563
0.0285714 0.469388 -0.0915377
0.0571429 0.469388 -0.0616307
0.0857143 0.469388 -0.0867084
0.114286 0.469388 -0.0596881
0.142857 0.469388 -0.0744714
0.171429 0.469388 -0.131731
0.2 0.469388 -0.0684126
0.228571 0.469388 -0.103542
0.257143 0.469388 -0.106028
0.285714 0.469388 -0.0723528
0.314286 0.469388 -0.0615544
0.342857 0.469388 -0.0795601
0.371429 0.469388 -0.0777246
0.4 0.469388 -0.0820428
0.428571 0.469388 -0.0772169
0.457143 0.469388 -0.0603461
0.485714 0.469388 -0.0567499
0.514286 0.469388 -0.0846581
0.542857 0.469388 -0.0816219
0.571429 0.469388 -0.0623728
0.6 0.469388 -0.104982
0.628571 0.469388 -0.096111
0.657143 0.469388 -0.0759314
0.685714 0.469388 -0.0842994
0.714286 0.469388 -0.0679316
0.742857 0.469388 -0.0598432
0.771429 0.469388 -0.0842491
0.8 0.469388 -0.101389
0.828571 0.469388 -0.0515399
0.857143 0.469388 -0.093315
0.885714 0.469388 -0.073003
0.914286 0.469388 -0.0948471
0.942857 0.469388 -0.110686
0.971429 0.469388 -0.126766
1 0.469388 -0.0581205

0 0.489796 -0.0392819
0.0285714 0.489796 -0.0707851
0.0571429 0.489796 -0.0445195
0.0857143 0.489796 -0.0710499
0.114286 0.489796 -0.0398452
0.142857 0.489796 -0.0768905
0.171429 0.489796 -0.0421595
0.2 0.489796 -0.0737646
0.228571 0.489796 -0.0542942
0.257143 0.489796 -0.0477303
0.285714 0.489796 -0.0758749
0.314286 0.489796 -0.0987491
